temperature,top_k,metric,mean,se,ci95_low,ci95_high,n_prompts
0.1,1,correctness,0.446,0.060420972166550097,0.3275748945535618,0.5644251054464382,50
0.1,1,strict_accuracy,0.312,0.06544291795300758,0.18373188081210515,0.4402681191878949,50
0.1,1,audit_calibrated_correctness,0.39327775433289835,0.0543043631330268,0.28684120259216583,0.4997143060736309,50
0.1,1,informativeness,0.32799999999999996,0.03455725801669822,0.26026777428727144,0.3957322257127285,50
0.1,1,audit_calibrated_informativeness,0.47939266200017383,0.03329665138956589,0.4141312252766247,0.544654098723723,50
0.1,1,unique_answer_rate,0.22399999999999995,0.012308948130593153,0.19987446166403738,0.24812553833596251,50
0.1,1,pairwise_token_jaccard_distance,0.027024284619250293,0.013962453836206931,0.0,0.05439069413821587,50
0.1,1,corpus_distinct_1,0.20093257911584225,0.0035255675829301007,0.19402246665329925,0.20784269157838525,50
0.1,1,corpus_distinct_2,0.2145508158742949,0.008473826647492492,0.1979421156452096,0.23115951610338017,40
0.1,1,within_answer_distinct_1,0.9816302630311636,0.005719008258817868,0.9704210068438807,0.9928395192184466,50
0.1,1,within_answer_distinct_2,0.7996923076923076,0.05712170360786561,0.687733768620891,0.9116508467637242,50
0.1,1,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.1,1,model_generation_latency_seconds,0.3771766565851867,0.045999550935311724,0.2870175367519757,0.46733577641839763,50
0.1,1,tokens_per_second,43.036882346112925,0.022352214713397996,42.99307200527466,43.08069268695119,50
0.1,1,word_length,11.315999999999999,1.5071539877720332,8.361978183966814,14.270021816033184,50
0.1,1,stopped_early_on_eos,0.9,0.04285714285714286,0.8160000000000001,0.984,50
0.1,2,correctness,0.452,0.05877942163855703,0.33679233358842825,0.5672076664115718,50
0.1,2,strict_accuracy,0.32,0.06464976285134148,0.1932864648113707,0.44671353518862933,50
0.1,2,audit_calibrated_correctness,0.3992489630722821,0.05314537372584721,0.29508403056962157,0.5034138955749426,50
0.1,2,informativeness,0.331,0.03460830382838129,0.2631677244963727,0.3988322755036273,50
0.1,2,audit_calibrated_informativeness,0.4799987114304767,0.03290125616681939,0.41551224934351066,0.5444851735174426,50
0.1,2,unique_answer_rate,0.288,0.0250126498608449,0.238975206272744,0.33702479372725597,50
0.1,2,pairwise_token_jaccard_distance,0.0742810054176146,0.021002302538895963,0.03311649244137852,0.1154455183938507,50
0.1,2,corpus_distinct_1,0.22506239959727986,0.011849832635647067,0.2018367276314116,0.2482880715631481,50
0.1,2,corpus_distinct_2,0.2640060514362454,0.02311516344933146,0.21870033107555573,0.30931177179693503,41
0.1,2,within_answer_distinct_1,0.9797818576896298,0.005996161076502609,0.9680293819796847,0.9915343333995749,50
0.1,2,within_answer_distinct_2,0.8032832167832169,0.05608242776527818,0.6933616583632717,0.9132047752031621,50
0.1,2,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.1,2,model_generation_latency_seconds,0.37103675202745945,0.04426280805681336,0.28428164823610524,0.45779185581881365,50
0.1,2,tokens_per_second,43.00190746760027,0.037882700975741604,42.927657373687815,43.07615756151272,50
0.1,2,word_length,11.104000000000001,1.4619890281282373,8.238501504868657,13.969498495131345,50
0.1,2,stopped_early_on_eos,0.9319999999999999,0.03361729389733195,0.8661101039612293,0.9978898960387705,50
0.1,5,correctness,0.43799999999999994,0.0577743675951577,0.32476223951349087,0.5512377604865091,50
0.1,5,strict_accuracy,0.304,0.06291944963886081,0.1806778787078328,0.4273221212921672,50
0.1,5,audit_calibrated_correctness,0.3860766887427989,0.051945973806844056,0.2842625800813845,0.48789079740421326,50
0.1,5,informativeness,0.327,0.033018547663334896,0.2622836465798636,0.39171635342013644,50
0.1,5,audit_calibrated_informativeness,0.47723861289655,0.03169973021865065,0.41510714166799473,0.5393700841251052,50
0.1,5,unique_answer_rate,0.29600000000000004,0.025707935723890272,0.2456124459811751,0.346387554018825,50
0.1,5,pairwise_token_jaccard_distance,0.08900847393304355,0.024521293541281835,0.04094673859213115,0.13707020927395594,50
0.1,5,corpus_distinct_1,0.223846133524655,0.008754777382693497,0.20668676985457574,0.24100549719473424,50
0.1,5,corpus_distinct_2,0.2555091296495517,0.015400995508317389,0.22532317845324962,0.28569508084585377,41
0.1,5,within_answer_distinct_1,0.9798549029991978,0.006038647579036847,0.9680191537442855,0.99169065225411,50
0.1,5,within_answer_distinct_2,0.7995999417249416,0.05537304213044509,0.6910687791492692,0.9081311043006141,50
0.1,5,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.1,5,model_generation_latency_seconds,0.38161382240522657,0.04638043424382558,0.2907081712873284,0.47251947352312473,50
0.1,5,tokens_per_second,43.02549653669208,0.019633297697787627,42.98701527320442,43.06397780017974,50
0.1,5,word_length,11.472000000000001,1.5294631310978877,8.474252263048141,14.469747736951861,50
0.1,5,stopped_early_on_eos,0.9159999999999999,0.03707246076184821,0.8433379769067775,0.9886620230932224,50
0.1,10,correctness,0.45,0.05898806520589308,0.3343833921964496,0.5656166078035505,50
0.1,10,strict_accuracy,0.32,0.06464976285134148,0.1932864648113707,0.44671353518862933,50
0.1,10,audit_calibrated_correctness,0.39801910622156633,0.053275730710246,0.29359867402948414,0.5024395384136485,50
0.1,10,informativeness,0.335,0.034382304418739254,0.26761068333927107,0.40238931666072897,50
0.1,10,audit_calibrated_informativeness,0.48417122993551814,0.03264790526470583,0.4201813356166947,0.5481611242543416,50
0.1,10,unique_answer_rate,0.3,0.023035022137995853,0.2548513566095281,0.34514864339047185,50
0.1,10,pairwise_token_jaccard_distance,0.09630879142674298,0.0230978527585042,0.051037000020074746,0.1415805828334112,50
0.1,10,corpus_distinct_1,0.23331613590314546,0.013033157878452273,0.207771146461379,0.2588611253449119,50
0.1,10,corpus_distinct_2,0.2746758315766074,0.024140744558942957,0.2273599722410792,0.3219916909121356,41
0.1,10,within_answer_distinct_1,0.9805336166464153,0.005728084272872668,0.9693065714715848,0.9917606618212457,50
0.1,10,within_answer_distinct_2,0.7994044289044289,0.055947023465458906,0.6897482629121294,0.9090605948967283,50
0.1,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.1,10,model_generation_latency_seconds,0.39894015173334624,0.04807488420045293,0.3047133787004585,0.49316692476623397,50
0.1,10,tokens_per_second,41.07038540179094,0.3498196061837052,40.38473897367088,41.75603182991101,50
0.1,10,word_length,11.344000000000001,1.470804749871613,8.46122269025164,14.226777309748362,50
0.1,10,stopped_early_on_eos,0.924,0.03517420204917118,0.8550585639836246,0.9929414360163755,50
0.3,1,correctness,0.446,0.060420972166550097,0.3275748945535618,0.5644251054464382,50
0.3,1,strict_accuracy,0.312,0.06544291795300758,0.18373188081210515,0.4402681191878949,50
0.3,1,audit_calibrated_correctness,0.39327775433289835,0.0543043631330268,0.28684120259216583,0.4997143060736309,50
0.3,1,informativeness,0.326,0.03453008153208221,0.2583210401971189,0.39367895980288115,50
0.3,1,audit_calibrated_informativeness,0.4774065835091769,0.03328317431864365,0.4121715618446354,0.5426416051737185,50
0.3,1,unique_answer_rate,0.22399999999999995,0.012308948130593153,0.19987446166403738,0.24812553833596251,50
0.3,1,pairwise_token_jaccard_distance,0.026412785515760345,0.013627328346752263,0.0,0.05312234907539478,50
0.3,1,corpus_distinct_1,0.20169175797562894,0.004024556539054385,0.19380362715908234,0.20957988879217554,50
0.3,1,corpus_distinct_2,0.2159528133903134,0.00943416882934186,0.19746184248480333,0.23444378429582344,40
0.3,1,within_answer_distinct_1,0.9819460525048478,0.00567511009255981,0.9708228367234306,0.993069268286265,50
0.3,1,within_answer_distinct_2,0.7996923076923076,0.05712170360786561,0.687733768620891,0.9116508467637242,50
0.3,1,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.3,1,model_generation_latency_seconds,0.3755385194336995,0.04574498654833649,0.28587834579896,0.465198693068439,50
0.3,1,tokens_per_second,43.071340170625135,0.017547066100413115,43.036947921068325,43.105732420181944,50
0.3,1,word_length,11.264000000000001,1.496340461095069,8.331172696253667,14.196827303746336,50
0.3,1,stopped_early_on_eos,0.9,0.04285714285714286,0.8160000000000001,0.984,50
0.3,2,correctness,0.44199999999999995,0.054667081465159334,0.33485252032828766,0.5491474796717122,50
0.3,2,strict_accuracy,0.3,0.05917804336345136,0.18401103500763533,0.41598896499236465,50
0.3,2,audit_calibrated_correctness,0.38739558335061214,0.0490911057988738,0.2911770159848195,0.4836141507164048,50
0.3,2,informativeness,0.336,0.03267152539182356,0.27196381023202587,0.40003618976797417,50
0.3,2,audit_calibrated_informativeness,0.48518979347598745,0.030727427658218787,0.4249640352658786,0.5454155516860962,50
0.3,2,unique_answer_rate,0.48,0.041206300291017024,0.3992356514296066,0.5607643485703934,50
0.3,2,pairwise_token_jaccard_distance,0.24497304968149725,0.03722767925224083,0.17200679834710522,0.3179393010158893,50
0.3,2,corpus_distinct_1,0.2825061051068434,0.014936523742646004,0.2532305185712572,0.3117816916424295,50
0.3,2,corpus_distinct_2,0.3740814145194182,0.02656572988012656,0.3220125839543701,0.42615024508446625,41
0.3,2,within_answer_distinct_1,0.9769168711964494,0.005840551067466182,0.9654693911042157,0.9883643512886832,50
0.3,2,within_answer_distinct_2,0.7908004959817475,0.05559944748284869,0.6818255789153641,0.8997754130481309,50
0.3,2,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.3,2,model_generation_latency_seconds,0.3796839776616544,0.04355052861410624,0.29432494157800615,0.46504301374530266,50
0.3,2,tokens_per_second,43.01739976961377,0.02108333008529484,42.97607644264659,43.05872309658095,50
0.3,2,word_length,11.34,1.4185160397760896,8.559708562038864,14.120291437961136,50
0.3,2,stopped_early_on_eos,0.9359999999999999,0.029933259094191526,0.8773308121753846,0.9946691878246153,50
0.3,5,correctness,0.43,0.0563697704484253,0.3195152499210864,0.5404847500789136,50
0.3,5,strict_accuracy,0.3,0.06081084758226503,0.18081073873876052,0.41918926126123945,50
0.3,5,audit_calibrated_correctness,0.3800164422463176,0.05071302884124242,0.28061890571748244,0.47941397877515274,50
0.3,5,informativeness,0.331,0.03310126700824336,0.26612151666384304,0.395878483336157,50
0.3,5,audit_calibrated_informativeness,0.4812107698785438,0.03148197256236391,0.4195061036563105,0.5429154361007771,50
0.3,5,unique_answer_rate,0.472,0.04150633096533686,0.39064759130793975,0.5533524086920603,50
0.3,5,pairwise_token_jaccard_distance,0.24232362330250892,0.03585561718085937,0.17204661362802456,0.31260063297699325,50
0.3,5,corpus_distinct_1,0.30837349950701276,0.019926147741412256,0.26931824993384473,0.3474287490801808,50
0.3,5,corpus_distinct_2,0.41230179545322004,0.03393614286422859,0.345786955439332,0.47881663546710806,42
0.3,5,within_answer_distinct_1,0.9824397675655646,0.00463716534574774,0.9733509234878991,0.9915286116432301,50
0.3,5,within_answer_distinct_2,0.8073828136436831,0.0550531568097425,0.6994786262965879,0.9152870009907784,50
0.3,5,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.3,5,model_generation_latency_seconds,0.3690755496276543,0.04040335602352158,0.28988497182155204,0.4482661274337566,50
0.3,5,tokens_per_second,43.05403058705596,0.01623023075822098,43.02221933476985,43.08584183934207,50
0.3,5,word_length,10.98,1.30748863498397,8.417322275431419,13.542677724568582,50
0.3,5,stopped_early_on_eos,0.9520000000000001,0.022540666198075446,0.9078202942517722,0.9961797057482279,50
0.3,10,correctness,0.43799999999999994,0.05517245689653488,0.3298619844827916,0.5461380155172083,50
0.3,10,strict_accuracy,0.292,0.059989114658836405,0.17442133526868064,0.4095786647313193,50
0.3,10,audit_calibrated_correctness,0.38265423146194416,0.04966624012899668,0.2853084008091107,0.48000006211477764,50
0.3,10,informativeness,0.34099999999999997,0.03315670892804012,0.27601285050104135,0.4059871494989586,50
0.3,10,audit_calibrated_informativeness,0.4874067226461632,0.030296839155352105,0.4280249179016731,0.5467885273906533,50
0.3,10,unique_answer_rate,0.4759999999999999,0.04271977986643581,0.3922692314617857,0.5597307685382141,50
0.3,10,pairwise_token_jaccard_distance,0.24258267960920676,0.03726596340722501,0.16954139133104573,0.3156239678873678,50
0.3,10,corpus_distinct_1,0.27862235624250714,0.014922918740816601,0.2493734355105066,0.30787127697450767,50
0.3,10,corpus_distinct_2,0.3636057381803698,0.02722696154653011,0.3102408935491708,0.4169705828115688,42
0.3,10,within_answer_distinct_1,0.9797480144770949,0.004967808997640054,0.9700111088417204,0.9894849201124695,50
0.3,10,within_answer_distinct_2,0.8034976689976691,0.05341394962879891,0.6988063277252232,0.9081890102701149,50
0.3,10,trigram_repetition_rate,0.0,0.0,0.0,0.0,50
0.3,10,model_generation_latency_seconds,0.40146589579060676,0.044909196147041065,0.31344387134240626,0.4894879202388073,50
0.3,10,tokens_per_second,40.98008540405791,0.3602662358564728,40.27396358177922,41.6862072263366,50
0.3,10,word_length,11.408000000000001,1.3676252022676207,8.727454603555465,14.088545396444538,50
0.3,10,stopped_early_on_eos,0.9519999999999998,0.024617896261186305,0.9037489233280747,1.0,50
0.7,1,correctness,0.442,0.05986992703574397,0.3246549430099418,0.5593450569900582,50
0.7,1,strict_accuracy,0.304,0.06445754812435919,0.177663205676256,0.430336794323744,50
