decoding_mode,diversity_outcome,mechanism,formula,estimate,cluster_se,p_value,ci95_low,ci95_high,n_cells,n_question_clusters,question_fixed_effects,interpretation
pure_top_p,unique_answer_rate,mean_token_entropy_nats,standardized unique_answer_rate ~ standardized mean_token_entropy_nats + categorical temperature + categorical top_p + question fixed effects,0.024130901058286653,0.047586880603740014,0.6120906424807084,-0.06913938492504378,0.11740118704161707,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,unique_answer_rate,mean_effective_support_size,standardized unique_answer_rate ~ standardized mean_effective_support_size + categorical temperature + categorical top_p + question fixed effects,0.006983387083813499,0.031391532623006604,0.8239551455240081,-0.05454401685727944,0.06851079102490644,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,unique_answer_rate,mean_retained_support_size,standardized unique_answer_rate ~ standardized mean_retained_support_size + categorical temperature + categorical top_p + question fixed effects,-0.014999810297055516,0.035887297867460755,0.675969124690162,-0.0853389141172786,0.05533929352316757,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,unique_answer_rate,mean_max_token_probability,standardized unique_answer_rate ~ standardized mean_max_token_probability + categorical temperature + categorical top_p + question fixed effects,-0.15543385932425943,0.07031483472209207,0.027067604537658562,-0.29325093537955993,-0.017616783268958963,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,pairwise_token_jaccard_distance,mean_token_entropy_nats,standardized pairwise_token_jaccard_distance ~ standardized mean_token_entropy_nats + categorical temperature + categorical top_p + question fixed effects,0.2235996688504659,0.04540592415353192,8.459351943045015e-07,0.13460405750954335,0.31259528019138844,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,pairwise_token_jaccard_distance,mean_effective_support_size,standardized pairwise_token_jaccard_distance ~ standardized mean_effective_support_size + categorical temperature + categorical top_p + question fixed effects,0.11971927751732449,0.032686553518185196,0.00024962330393318724,0.055653632621681506,0.18378492241296746,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,pairwise_token_jaccard_distance,mean_retained_support_size,standardized pairwise_token_jaccard_distance ~ standardized mean_retained_support_size + categorical temperature + categorical top_p + question fixed effects,0.12319570274315417,0.03585323849293527,0.0005901294064825243,0.05292335529700104,0.1934680501893073,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_p,pairwise_token_jaccard_distance,mean_max_token_probability,standardized pairwise_token_jaccard_distance ~ standardized mean_max_token_probability + categorical temperature + categorical top_p + question fixed effects,-0.4056978026700746,0.06157174554699338,4.4272269519843954e-11,-0.5263784239421816,-0.2850171813979676,450,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,unique_answer_rate,mean_token_entropy_nats,standardized unique_answer_rate ~ standardized mean_token_entropy_nats + categorical temperature + categorical top_k + question fixed effects,0.4537610808928538,0.04307610255806893,6.025828691257015e-26,0.3693319198790387,0.5381902419066689,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,unique_answer_rate,mean_effective_support_size,standardized unique_answer_rate ~ standardized mean_effective_support_size + categorical temperature + categorical top_k + question fixed effects,0.23844384406210972,0.04089744443903392,5.533208244474958e-09,0.15828485296160325,0.3186028351626162,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,unique_answer_rate,mean_retained_support_size,standardized unique_answer_rate ~ standardized mean_retained_support_size + categorical temperature + categorical top_k + question fixed effects,-3.1246062384966766,1.059446749391544,0.003185141578936674,-5.201121867304103,-1.0480906096892504,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,unique_answer_rate,mean_max_token_probability,standardized unique_answer_rate ~ standardized mean_max_token_probability + categorical temperature + categorical top_k + question fixed effects,-0.5080509169976877,0.048680977720372845,1.6922093933393617e-25,-0.6034656333296184,-0.4126362006657569,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,pairwise_token_jaccard_distance,mean_token_entropy_nats,standardized pairwise_token_jaccard_distance ~ standardized mean_token_entropy_nats + categorical temperature + categorical top_k + question fixed effects,0.583371573474388,0.040890213715159954,3.524955382500813e-46,0.5032267545926744,0.6635163923561015,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,pairwise_token_jaccard_distance,mean_effective_support_size,standardized pairwise_token_jaccard_distance ~ standardized mean_effective_support_size + categorical temperature + categorical top_k + question fixed effects,0.33826915391786444,0.049313784431986786,6.9089723241079494e-12,0.24161413643117036,0.4349241714045585,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,pairwise_token_jaccard_distance,mean_retained_support_size,standardized pairwise_token_jaccard_distance ~ standardized mean_retained_support_size + categorical temperature + categorical top_k + question fixed effects,-2.257097861897705,1.0685921407604706,0.03466789110370929,-4.3515384577882275,-0.16265726600718278,600,50,True,standardized within-question conditional association; not a causal mediation estimate
pure_top_k,pairwise_token_jaccard_distance,mean_max_token_probability,standardized pairwise_token_jaccard_distance ~ standardized mean_max_token_probability + categorical temperature + categorical top_k + question fixed effects,-0.6142100489255516,0.051326685201477165,5.311120290580941e-33,-0.7148103519204468,-0.5136097459306564,600,50,True,standardized within-question conditional association; not a causal mediation estimate
