decoding_mode,dimension,value,metric,mean,ci95_low,ci95_high,n_prompts
pure_top_k,temperature,0.1,correctness,0.4406399999999999,0.3265508911799202,0.5547291088200796,50
pure_top_k,temperature,0.1,strict_accuracy,0.304,0.18040395294346995,0.42759604705653004,50
pure_top_k,temperature,0.1,informativeness,0.32811999999999997,0.2627779665526087,0.3934620334473912,50
pure_top_k,temperature,0.1,within_answer_distinct_1,0.9808456759488776,0.9700414504689739,0.9916499014287813,50
pure_top_k,temperature,0.1,within_answer_distinct_2,0.798780448358236,0.6889424094169062,0.9086184872995658,50
pure_top_k,temperature,0.1,trigram_repetition_rate,0.0,0.0,0.0,50
pure_top_k,temperature,0.1,model_generation_latency_seconds,0.39906663863636554,0.30531633954213655,0.49281693773059454,50
pure_top_k,temperature,0.1,tokens_per_second,41.06867857768597,40.40181223008126,41.73554492529068,50
pure_top_k,temperature,0.1,word_length,11.33856,8.452491723143446,14.224628276856553,50
pure_top_k,temperature,0.1,stopped_early_on_eos,0.9156799999999999,0.8445153586404034,0.9868446413595965,50
pure_top_k,temperature,0.1,unique_answer_rate,0.09808,0.07120070934269285,0.12495929065730715,50
pure_top_k,temperature,0.1,pairwise_token_jaccard_distance,0.09515305750218069,0.054833144959550224,0.13547297004481115,50
pure_top_k,temperature,0.1,corpus_distinct_1,0.06257024802382101,0.04777218622836474,0.07736830981927728,50
pure_top_k,temperature,0.1,corpus_distinct_2,0.09521492744745597,0.05710194158219135,0.1333279133127206,42
pure_top_k,temperature,0.3,correctness,0.4382400000000001,0.33074633255786656,0.5457336674421336,50
pure_top_k,temperature,0.3,strict_accuracy,0.29663999999999996,0.18126122032470612,0.41201877967529377,50
pure_top_k,temperature,0.3,informativeness,0.33484,0.2723222169862047,0.3973577830137954,50
pure_top_k,temperature,0.3,within_answer_distinct_1,0.9787795126191733,0.9692890316872411,0.9882699935511055,50
pure_top_k,temperature,0.3,within_answer_distinct_2,0.8029925084916514,0.6974593528108344,0.9085256641724684,50
pure_top_k,temperature,0.3,trigram_repetition_rate,5.3372919478182534e-05,0.0,0.00011496332506765723,50
pure_top_k,temperature,0.3,model_generation_latency_seconds,0.40394595997646454,0.3146146746480434,0.4932772453048857,50
pure_top_k,temperature,0.3,tokens_per_second,41.032340456628205,40.372486193902866,41.692194719353544,50
pure_top_k,temperature,0.3,word_length,11.534559999999999,8.780170245550975,14.288949754449023,50
pure_top_k,temperature,0.3,stopped_early_on_eos,0.9300799999999999,0.8755291056513277,0.9846308943486721,50
pure_top_k,temperature,0.3,unique_answer_rate,0.28143999999999997,0.20754486139291703,0.3553351386070829,50
pure_top_k,temperature,0.3,pairwise_token_jaccard_distance,0.2520511077472811,0.18674074410454847,0.3173614713900138,50
pure_top_k,temperature,0.3,corpus_distinct_1,0.092997903978505,0.07956713889179179,0.10642866906521822,50
pure_top_k,temperature,0.3,corpus_distinct_2,0.1615673983984533,0.13176771280408225,0.19136708399282434,43
pure_top_k,temperature,0.7,correctness,0.43408,0.3327989901598528,0.5353610098401472,50
pure_top_k,temperature,0.7,strict_accuracy,0.29488,0.18860479638673938,0.40115520361326057,50
pure_top_k,temperature,0.7,informativeness,0.34752000000000005,0.28740420892444324,0.40763579107555686,50
pure_top_k,temperature,0.7,within_answer_distinct_1,0.974355175228774,0.9653765670445238,0.9833337834130242,50
pure_top_k,temperature,0.7,within_answer_distinct_2,0.8052164510238481,0.7037683846558578,0.9066645173918384,50
pure_top_k,temperature,0.7,trigram_repetition_rate,0.0002637682174044102,6.740861855449625e-05,0.00046012781625432407,50
pure_top_k,temperature,0.7,model_generation_latency_seconds,0.4205119244559109,0.337562487942795,0.5034613609690268,50
pure_top_k,temperature,0.7,tokens_per_second,41.05098941496569,40.36815555634689,41.73382327358449,50
pure_top_k,temperature,0.7,word_length,12.07152,9.486638171746986,14.656401828253014,50
pure_top_k,temperature,0.7,stopped_early_on_eos,0.93312,0.8835886207839918,0.9826513792160081,50
pure_top_k,temperature,0.7,unique_answer_rate,0.532,0.434271030784112,0.6297289692158881,50
pure_top_k,temperature,0.7,pairwise_token_jaccard_distance,0.4366112992885367,0.36236403911552384,0.5108585594615496,50
pure_top_k,temperature,0.7,corpus_distinct_1,0.16649616067457823,0.1407924108749721,0.19219991047418436,50
pure_top_k,temperature,0.7,corpus_distinct_2,0.35375646460595084,0.2863167765994544,0.42119615261244725,46
pure_top_k,temperature,1.0,correctness,0.43703999999999993,0.3400734012014446,0.5340065987985553,50
pure_top_k,temperature,1.0,strict_accuracy,0.29392,0.19181942396714896,0.39602057603285107,50
pure_top_k,temperature,1.0,informativeness,0.34747999999999996,0.289388394129272,0.40557160587072794,50
pure_top_k,temperature,1.0,within_answer_distinct_1,0.9740984208287321,0.9660464409404784,0.9821504007169858,50
pure_top_k,temperature,1.0,within_answer_distinct_2,0.8040842813666679,0.7058625199578775,0.9023060427754582,50
pure_top_k,temperature,1.0,trigram_repetition_rate,0.00033573341468057694,0.00011361295793900082,0.000557853871422153,50
pure_top_k,temperature,1.0,model_generation_latency_seconds,0.4279332567966357,0.3478074561709309,0.5080590574223405,50
pure_top_k,temperature,1.0,tokens_per_second,41.05123169862688,40.36314975221867,41.73931364503509,50
pure_top_k,temperature,1.0,word_length,12.09584,9.662747277898157,14.528932722101844,50
pure_top_k,temperature,1.0,stopped_early_on_eos,0.9272,0.8788051123361156,0.9755948876638845,50
pure_top_k,temperature,1.0,unique_answer_rate,0.6335999999999999,0.5359421653322172,0.7312578346677827,50
pure_top_k,temperature,1.0,pairwise_token_jaccard_distance,0.5247062833155787,0.45054954455956847,0.5988630220715889,50
pure_top_k,temperature,1.0,corpus_distinct_1,0.21898767506086664,0.1905363468639664,0.24743900325776688,50
pure_top_k,temperature,1.0,corpus_distinct_2,0.45505860094178213,0.39026464252855697,0.5198525593550073,48
pure_top_k,temperature,1.5,correctness,0.43696000000000007,0.34764168598456424,0.5262783140154359,50
pure_top_k,temperature,1.5,strict_accuracy,0.27296000000000004,0.17775642660824126,0.3681635733917588,50
pure_top_k,temperature,1.5,informativeness,0.34519999999999995,0.29030537337771567,0.40009462662228423,50
pure_top_k,temperature,1.5,within_answer_distinct_1,0.9747128214439349,0.9679937597604086,0.9814318831274612,50
pure_top_k,temperature,1.5,within_answer_distinct_2,0.8052600303637741,0.7148190715864973,0.895700989141051,50
pure_top_k,temperature,1.5,trigram_repetition_rate,0.000295887976009366,8.077083693863331e-05,0.0005110051150800987,50
pure_top_k,temperature,1.5,model_generation_latency_seconds,0.45194200088959186,0.3762102957754181,0.5276737060037656,50
pure_top_k,temperature,1.5,tokens_per_second,40.99662663518011,40.29593749792237,41.69731577243785,50
pure_top_k,temperature,1.5,word_length,12.477600000000002,10.229789063267111,14.725410936732894,50
pure_top_k,temperature,1.5,stopped_early_on_eos,0.9216,0.8784894555821896,0.9647105444178103,50
pure_top_k,temperature,1.5,unique_answer_rate,0.74208,0.653360660720224,0.8307993392797759,50
pure_top_k,temperature,1.5,pairwise_token_jaccard_distance,0.6454814273592463,0.5793322306556419,0.7116306240628507,50
pure_top_k,temperature,1.5,corpus_distinct_1,0.3001192295326364,0.2697640932052234,0.33047436586004947,50
pure_top_k,temperature,1.5,corpus_distinct_2,0.5878342144320253,0.5342347803760982,0.6414336484879525,50
pure_top_k,top_k,10.0,correctness,0.43896,0.33876191553447743,0.5391580844655226,50
pure_top_k,top_k,10.0,strict_accuracy,0.2952,0.18937120059265533,0.4010287994073447,50
pure_top_k,top_k,10.0,informativeness,0.34251999999999994,0.28318052173603137,0.4018594782639685,50
pure_top_k,top_k,10.0,within_answer_distinct_1,0.9765454474075921,0.9682606690942374,0.9848302257209468,50
pure_top_k,top_k,10.0,within_answer_distinct_2,0.8033177291460266,0.7030561585341797,0.9035792997578735,50
pure_top_k,top_k,10.0,trigram_repetition_rate,0.0001677912606920449,4.760376700305518e-05,0.00028797875438103457,50
pure_top_k,top_k,10.0,model_generation_latency_seconds,0.41746343654610213,0.335293547237425,0.49963332585477926,50
pure_top_k,top_k,10.0,tokens_per_second,40.998497059928276,40.30161889341129,41.695375226445265,50
pure_top_k,top_k,10.0,word_length,11.841599999999998,9.33448616663702,14.348713833362975,50
pure_top_k,top_k,10.0,stopped_early_on_eos,0.9308799999999999,0.8801911014221062,0.9815688985778936,50
